round, agent, produces, commodity_stock, cs_amount, minPriceBelief, maxPriceBelief
1, 58, Ore, cash, 3.4254
1, 59, Ore, Food, 20, 0.9744408, 1.948882
1, 59, Ore, Ore, 0, 0.9855, 1.971
1, 59, Ore, cash, -10.67205
1, 60, Metal, Food, 10.1141, 1.045765, 2.091531
1, 60, Metal, Ore, 10.1141, 1.040455, 2.080909
1, 60, Metal, Metal, 0, 1.042454, 2.084907
1, 60, Metal, cash, 1.905629
1, 61, Metal, Food, 10.96116, 1.045765, 2.091531
1, 61, Metal, Ore, 10.96116, 1.040455, 2.080909
1, 61, Metal, Metal, 0, 0.9855, 1.971
1, 61, Metal, cash, 1.806675
1, 62, Metal, Food, 9.516365, 1.045765, 2.091531
1, 62, Metal, Ore, 9.516365, 1.040455, 2.080909
1, 62, Metal, Metal, 0, 0.9855, 1.971
1, 62, Metal, cash, 1.527076
1, 63, Metal, Food, 20, 0.9744408, 1.948882
1, 63, Metal, Ore, 11.44365, 1.040455, 2.080909
1, 63, Metal, Metal, 0, 0.9781087, 1.956217
1, 63, Metal, cash, -11.8467
1, 64, Metal, Food, 16.39662, 1.045765, 2.091531
1, 64, Metal, Ore, 16.39662, 1.040455, 2.080909
1, 64, Metal, Metal, 0, 0.9855, 1.971
1, 64, Metal, cash, 1.5416
1, 65, Metal, Food, 11.42334, 1.045765, 2.091531
1, 65, Metal, Ore, 11.42334, 1.040455, 2.080909
1, 65, Metal, Metal, 0, 0.9855, 1.971
1, 65, Metal, cash, 1.578084
1, 66, Metal, Food, 16.73018, 1.045765, 2.091531
1, 66, Metal, Ore, 16.73018, 1.040455, 2.080909
1, 66, Metal, Metal, 0, 0.9855, 1.971
1, 66, Metal, cash, 1.808656
1, 67, Metal, Food, 11.72385, 1.045765, 2.091531
1, 67, Metal, Ore, 11.72385, 1.040455, 2.080909
1, 67, Metal, Metal, 0, 1.031273, 2.062546
1, 67, Metal, cash, 1.816183
1, 68, Metal, Food, 13.91232, 1.045765, 2.091531
1, 68, Metal, Ore, 13.91232, 1.040455, 2.080909
1, 68, Metal, Metal, 0, 0.9855, 1.971
1, 68, Metal, cash, 1.771248
1, 69, Metal, Food, 20, 0.9781087, 1.956217
1, 69, Metal, Ore, 20, 0.9726138, 1.945228
1, 69, Metal, Metal, 0, 0.9855, 1.971
1, 69, Metal, cash, -16.74853
1, 70, Metal, Food, 17.76502, 1.045765, 2.091531
1, 70, Metal, Ore, 20, 0.9781087, 1.956217
1, 70, Metal, Metal, 0, 0.9855, 1.971
1, 70, Metal, cash, -1.870749
1, 71, Metal, Food, 13.31783, 1.045765, 2.091531
1, 71, Metal, Ore, 13.31783, 1.040455, 2.080909
1, 71, Metal, Metal, 0, 0.9855, 1.971
1, 71, Metal, cash, 1.5891
1, 72, Metal, Food, 10.568, 1.045765, 2.091531
1, 72, Metal, Ore, 20, 0.9717019, 1.943404
1, 72, Metal, Metal, 0, 0.9781087, 1.956217
1, 72, Metal, cash, -13.38861
1, 73, Metal, Food, 9.813711, 1.045765, 2.091531
1, 73, Metal, Ore, 9.813711, 1.040455, 2.080909
1, 73, Metal, Metal, 0, 0.9855, 1.971
1, 73, Metal, cash, 1.505568
1, 74, Metal, Food, 11.51345, 1.045765, 2.091531
1, 74, Metal, Ore, 11.51345, 1.040455, 2.080909
1, 74, Metal, Metal, 0, 0.9855, 1.971
1, 74, Metal, cash, 1.802094
1, 75, Metal, Food, 17.48145, 1.045765, 2.091531
1, 75, Metal, Ore, 17.48145, 1.040455, 2.080909
1, 75, Metal, Metal, 0, 0.9855, 1.971
1, 75, Metal, cash, 1.674346
1, 76, Metal, Food, 13.56422, 1.045765, 2.091531
1, 76, Metal, Ore, 20, 0.9717019, 1.943404
1, 76, Metal, Metal, 0, 0.9781087, 1.956217
1, 76, Metal, cash, -9.122975
1, 77, Metal, Food, 8.593424, 1.045765, 2.091531
1, 77, Metal, Ore, 8.593424, 1.040455, 2.080909
1, 77, Metal, Metal, 0, 0.9855, 1.971
1, 77, Metal, cash, 1.795082
1, 78, Metal, Food, 20, 0.9744408, 1.948882
1, 78, Metal, Ore, 12.32842, 1.040455, 2.080909
1, 78, Metal, Metal, 0, 1.041111, 2.082222
1, 78, Metal, cash, -10.06635
1, 79, Metal, Food, 3.677875, 1.045765, 2.091531
1, 79, Metal, Ore, 19.49361, 0.9961218, 1.992244
1, 79, Metal, Metal, 0, 0.9855, 1.971
1, 79, Metal, cash, -25.91918
1, 80, Tool, Food, 20, 0.9726138, 1.945228
1, 80, Tool, Metal, 12.67882, 1.001193, 2.002387
1, 80, Tool, Tool, 0, 0.9855, 1.971
1, 80, Tool, cash, -38.4962
1, 81, Tool, Food, 10.5445, 1.045765, 2.091531
1, 81, Tool, Metal, 10.8445, 1.045526, 2.091052
1, 81, Tool, Tool, 0, 0.9855, 1.971
1, 81, Tool, cash, 1.693373
1, 82, Tool, Food, 20, 0.9855, 1.971
1, 82, Tool, Metal, 17.89497, 1.045526, 2.091052
1, 82, Tool, Tool, 0, 0.9781087, 1.956217
1, 82, Tool, cash, -2.77997
1, 83, Tool, Food, 14.61055, 1.045765, 2.091531
1, 83, Tool, Metal, 20, 0.9712464, 1.942493
1, 83, Tool, Tool, 0, 0.9855, 1.971
1, 83, Tool, cash, -6.060987
1, 84, Tool, Food, 20, 0.9726138, 1.945228
1, 84, Tool, Metal, 5.506389, 1.045526, 2.091052
1, 84, Tool, Tool, 0, 0.9855, 1.971
1, 84, Tool, cash, -24.10368
1, 85, Tool, Food, 16.64096, 1.045765, 2.091531
1, 85, Tool, Metal, 20, 0.9726138, 1.945228
1, 85, Tool, Tool, 0, 0.9855, 1.971
1, 85, Tool, cash, -3.951802
1, 86, Tool, Food, 8.819784, 1.045765, 2.091531
1, 86, Tool, Metal, 9.119784, 1.045526, 2.091052
1, 86, Tool, Tool, 0, 0.9855, 1.971
1, 86, Tool, cash, 1.705391
1, 87, Tool, Food, 7.905713, 1.045765, 2.091531
1, 87, Tool, Metal, 8.205713, 1.045526, 2.091052
1, 87, Tool, Tool, 0, 0.9855, 1.971
1, 87, Tool, cash, 1.517501
1, 88, Tool, Food, 12.98625, 1.045765, 2.091531
1, 88, Tool, Metal, 13.28625, 1.045526, 2.091052
1, 88, Tool, Tool, 0, 0.9855, 1.971
1, 88, Tool, cash, 1.636031
1, 89, Tool, Food, 13.85742, 1.045765, 2.091531
1, 89, Tool, Metal, 14.15742, 1.045526, 2.091052
1, 89, Tool, Tool, 0, 0.9855, 1.971
1, 89, Tool, cash, 1.485283
1, 90, Tool, Food, 6.401643, 1.045765, 2.091531
1, 90, Tool, Metal, 6.701643, 1.045526, 2.091052
1, 90, Tool, Tool, 0, 0.9855, 1.971
1, 90, Tool, cash, 1.773985
1, 91, Tool, Food, 10.93694, 1.045765, 2.091531
1, 91, Tool, Metal, 11.23694, 1.045526, 2.091052
1, 91, Tool, Tool, 0, 0.9855, 1.971
1, 91, Tool, cash, 1.691559
1, 92, Tool, Food, 5.604394, 1.045765, 2.091531
1, 92, Tool, Metal, 5.904394, 1.045526, 2.091052
1, 92, Tool, Tool, 0, 0.9855, 1.971
1, 92, Tool, cash, 1.449109
1, 93, Tool, Food, 13.53862, 1.045765, 2.091531
1, 93, Tool, Metal, 13.83862, 1.045526, 2.091052
1, 93, Tool, Tool, 0, 0.9855, 1.971
1, 93, Tool, cash, 1.725838
1, 94, Tool, Food, 20, 0.9781087, 1.956217
1, 94, Tool, Metal, 16.15166, 1.045526, 2.091052
1, 94, Tool, Tool, 0, 0.9781087, 1.956217
1, 94, Tool, cash, -6.136374
1, 95, Tool, Food, 6.859669, 1.045765, 2.091531
1, 95, Tool, Metal, 7.159669, 1.045526, 2.091052
1, 95, Tool, Tool, 0, 0.9855, 1.971
1, 95, Tool, cash, 1.788353
1, 96, Tool, Food, 15.42781, 1.045765, 2.091531
1, 96, Tool, Metal, 15.72781, 1.045526, 2.091052
1, 96, Tool, Tool, 0, 0.9855, 1.971
1, 96, Tool, cash, 1.663939
1, 97, Tool, Food, 13.46412, 1.045765, 2.091531
1, 97, Tool, Metal, 13.76412, 1.045526, 2.091052
1, 97, Tool, Tool, 0, 0.9855, 1.971
1, 97, Tool, cash, 1.736025
1, 98, Tool, Food, 5.529046, 1.045765, 2.091531
1, 98, Tool, Metal, 5.829046, 1.045526, 2.091052
1, 98, Tool, Tool, 0, 0.9855, 1.971
1, 98, Tool, cash, 1.579854
1, 99, Tool, Food, 15.63813, 1.045765, 2.091531
1, 99, Tool, Metal, 20, 0.9717019, 1.943404
1, 99, Tool, Tool, 0, 0.9855, 1.971
1, 99, Tool, cash, -5.004684

2, 0, Food, Wood, 7.753976, 1.060152, 2.120305
2, 0, Food, Food, 0, 2.940043, 3.234048
2, 0, Food, cash, 120.1282
2, 1, Food, Wood, 20, 1.007551, 2.015102
2, 1, Food, Food, 0, 2.940043, 3.234048
2, 1, Food, cash, 103.1293
2, 2, Food, Wood, 11.76375, 1.088548, 2.177096
2, 2, Food, Food, 0, 2.940043, 3.234048
2, 2, Food, cash, 120.3636
2, 3, Food, Wood, 14.56364, 1.088548, 2.177096
2, 3, Food, Food, 0, 2.940043, 3.234048
2, 3, Food, cash, 120.6714
2, 4, Food, Wood, 20, 1.008497, 2.016993
2, 4, Food, Food, 0, 2.940043, 3.234048
2, 4, Food, cash, 103.9615
2, 5, Food, Wood, 12.49118, 1.088548, 2.177096
2, 5, Food, Food, 0, 2.940043, 3.234048
2, 5, Food, cash, 121.5768
2, 6, Food, Wood, 20, 1.010391, 2.020782
2, 6, Food, Food, 0, 2.940043, 3.234048
2, 6, Food, cash, 109.9685
2, 7, Food, Wood, 20, 0.9710188, 1.942038
2, 7, Food, Food, 0, 3.046908, 3.351599
2, 7, Food, cash, 95.68244
2, 8, Food, Wood, 8.249653, 1.088548, 2.177096
2, 8, Food, Food, 0, 2.940043, 3.234048
2, 8, Food, cash, 120.4743
2, 9, Food, Wood, 18, 1.019448, 2.038897
2, 9, Food, Food, 0, 3.170325, 3.487357
2, 9, Food, cash, 95.76448
2, 10, Food, Wood, 18, 1.021244, 2.042487
2, 10, Food, Food, 0, 3.279811, 3.607792
2, 10, Food, cash, 105.0774
2, 11, Food, Wood, 20, 1.010391, 2.020782
2, 11, Food, Food, 0, 2.940043, 3.234048
2, 11, Food, cash, 113.3738
2, 12, Food, Wood, 20, 0.9712464, 1.942493
2, 12, Food, Food, 0, 2.808826, 3.089709
2, 12, Food, cash, 101.9443
2, 13, Food, Wood, 5.272731, 1.088548, 2.177096
2, 13, Food, Food, 0, 2.940043, 3.234048
2, 13, Food, cash, 120.9363
2, 14, Food, Wood, 18, 1.023643, 2.047287
2, 14, Food, Food, 0, 2.709799, 2.980779
2, 14, Food, cash, 109.9991
2, 15, Food, Wood, 20, 1.010391, 2.020782
2, 15, Food, Food, 0, 2.940043, 3.234048
2, 15, Food, cash, 106.119
2, 16, Food, Wood, 9.45988, 1.088548, 2.177096
2, 16, Food, Food, 0, 2.940043, 3.234048
2, 16, Food, cash, 120.0946
2, 17, Food, Wood, 18, 1.028464, 2.056929
2, 17, Food, Food, 0, 2.663796, 2.930176
2, 17, Food, cash, 115.4128
2, 18, Food, Wood, 20, 1.007079, 2.014158
2, 18, Food, Food, 0, 2.940043, 3.234048
2, 18, Food, cash, 93.21759
2, 19, Food, Wood, 3.241556, 1.068007, 2.136014
2, 19, Food, Food, 0, 2.940043, 3.234048
2, 19, Food, cash, 117.9247
2, 20, Wood, Food, 12.09596, 1.189668, 2.379336
2, 20, Wood, Tool, 13.99596, 1.399646, 2.799293
2, 20, Wood, Wood, 0, 1.676342, 1.94369
2, 20, Wood, cash, 10.19479
2, 21, Wood, Food, 10.03861, 1.189668, 2.379336
2, 21, Wood, Tool, 20, 1.005628, 2.011255
2, 21, Wood, Wood, 0, 1.676342, 1.952763
2, 21, Wood, cash, -24.18954
2, 22, Wood, Food, 18.81926, 1.149441, 2.298883
2, 22, Wood, Tool, 13.91002, 1.399646, 2.799293
2, 22, Wood, Wood, 0, 1.676342, 1.952763
2, 22, Wood, cash, -1.876368
2, 23, Wood, Food, 14.48181, 1.189668, 2.379336
2, 23, Wood, Tool, 16.38181, 1.399646, 2.799293
2, 23, Wood, Wood, 0, 1.676342, 1.942607
2, 23, Wood, cash, 10.77744
2, 24, Wood, Food, 8.1901, 1.189668, 2.379336
2, 24, Wood, Tool, 10.0901, 1.399646, 2.799293
2, 24, Wood, Wood, 0, 1.676342, 1.952763
2, 24, Wood, cash, 10.42615
2, 25, Wood, Food, 15.04346, 1.189668, 2.379336
2, 25, Wood, Tool, 16.94345, 1.399646, 2.799293
2, 25, Wood, Wood, 0, 1.676342, 1.952763
2, 25, Wood, cash, 10.76539
2, 26, Wood, Food, 11.07193, 1.189668, 2.379336
2, 26, Wood, Tool, 12.97193, 1.399646, 2.799293
2, 26, Wood, Wood, 0, 1.676342, 1.952763
2, 26, Wood, cash, 10.62755
2, 27, Wood, Food, 13.98068, 1.189668, 2.379336
2, 27, Wood, Tool, 15.88068, 1.399646, 2.799293
2, 27, Wood, Wood, 0, 1.676342, 1.952763
2, 27, Wood, cash, 10.16068
2, 28, Wood, Food, 9.229473, 1.189668, 2.379336
2, 28, Wood, Tool, 14.96229, 1.350835, 2.701671
2, 28, Wood, Wood, 0, 1.676342, 2.034592
2, 28, Wood, cash, 4.251613
2, 29, Wood, Food, 10.26025, 1.189668, 2.379336
2, 29, Wood, Tool, 19.9, 1.33091, 2.661819
2, 29, Wood, Wood, 0, 1.691075, 1.95269
2, 29, Wood, cash, -2.858419
2, 30, Wood, Food, 18.9, 1.117857, 2.235715
2, 30, Wood, Tool, 13.16612, 1.36033, 2.72066
2, 30, Wood, Wood, 0, 1.802523, 1.982775
2, 30, Wood, cash, -30.04094
2, 31, Wood, Food, 4.474088, 1.189668, 2.379336
2, 31, Wood, Tool, 6.374088, 1.399646, 2.799293
2, 31, Wood, Wood, 0, 1.676342, 1.942607
2, 31, Wood, cash, 9.603389
2, 32, Wood, Food, 4.579707, 1.189668, 2.379336
2, 32, Wood, Tool, 6.479707, 1.399646, 2.799293
2, 32, Wood, Wood, 0, 1.676342, 1.939165
2, 32, Wood, cash, 10.34766
2, 33, Wood, Food, 8.581899, 1.189668, 2.379336
2, 33, Wood, Tool, 10.4819, 1.399646, 2.799293
2, 33, Wood, Wood, 0, 1.676342, 1.952763
2, 33, Wood, cash, 10.12858
2, 34, Wood, Food, 9.572571, 1.189668, 2.379336
2, 34, Wood, Tool, 20.9, 0.9708055, 1.941611
2, 34, Wood, Wood, 0, 1.674657, 1.94714
2, 34, Wood, cash, -6.252162
2, 35, Wood, Food, 8.382113, 1.189668, 2.379336
2, 35, Wood, Tool, 10.28211, 1.399646, 2.799293
2, 35, Wood, Wood, 0, 1.676342, 1.952763
2, 35, Wood, cash, 10.25605
2, 36, Wood, Food, 14.00142, 1.189668, 2.379336
2, 36, Wood, Tool, 20, 1.006512, 2.013024
2, 36, Wood, Wood, 0, 1.676342, 1.942607
2, 36, Wood, cash, -7.034322
2, 37, Wood, Food, 13.84377, 1.189668, 2.379336
2, 37, Wood, Tool, 15.74377, 1.399646, 2.799293
2, 37, Wood, Wood, 0, 1.676342, 1.952763
2, 37, Wood, cash, 10.81793
2, 38, Wood, Food, 18.9, 1.132407, 2.264814
2, 38, Wood, Tool, 20, 1.009349, 2.018698
2, 38, Wood, Wood, 0, 1.462671, 1.953832
2, 38, Wood, cash, -6.686384
2, 39, Wood, Food, 18.9, 1.117857, 2.235715
2, 39, Wood, Tool, 9.625941, 1.399646, 2.799293
2, 39, Wood, Wood, 0, 1.647775, 1.942714
2, 39, Wood, cash, -8.038546
2, 40, Ore, Food, 5.682293, 1.189668, 2.379336
2, 40, Ore, Ore, 0, 3.060221, 3.366243
2, 40, Ore, cash, 8.560268
2, 41, Ore, Food, 20, 1.01852, 2.037039
2, 41, Ore, Ore, 0, 3.060221, 3.366243
2, 41, Ore, cash, -27.35645
2, 42, Ore, Food, 3.939083, 1.189668, 2.379336
2, 42, Ore, Ore, 0, 3.060221, 3.366243
2, 42, Ore, cash, 8.589131
2, 43, Ore, Food, 14.66701, 1.189668, 2.379336
2, 43, Ore, Ore, 0, 3.060221, 3.366243
2, 43, Ore, cash, 8.615005
2, 44, Ore, Food, 3.743392, 1.189668, 2.379336
2, 44, Ore, Ore, 0, 3.060221, 3.366243
2, 44, Ore, cash, 8.294922
2, 45, Ore, Food, 20, 1.01661, 2.03322
2, 45, Ore, Ore, 0, 3.060221, 3.366243
2, 45, Ore, cash, -36.94115
2, 46, Ore, Food, 13.21331, 1.189668, 2.379336
2, 46, Ore, Ore, 0, 3.060221, 3.366243
2, 46, Ore, cash, 8.372713
2, 47, Ore, Food, 3.675378, 1.189668, 2.379336
2, 47, Ore, Ore, 0, 3.060221, 3.366243
2, 47, Ore, cash, 8.299519
2, 48, Ore, Food, 3.78114, 1.189668, 2.379336
2, 48, Ore, Ore, 0, 3.060221, 3.366243
2, 48, Ore, cash, 8.235305
2, 49, Ore, Food, 6.055022, 1.189668, 2.379336
2, 49, Ore, Ore, 0, 3.060221, 3.366243
2, 49, Ore, cash, 8.652872
2, 50, Ore, Food, 11.5266, 1.189668, 2.379336
2, 50, Ore, Ore, 0, 3.060221, 3.366243
2, 50, Ore, cash, 8.84645
2, 51, Ore, Food, 3.851655, 1.189668, 2.379336
2, 51, Ore, Ore, 0, 3.060221, 3.366243
2, 51, Ore, cash, 8.601796
2, 52, Ore, Food, 20, 1.022353, 2.044707
2, 52, Ore, Ore, 0, 3.060221, 3.366243
2, 52, Ore, cash, -4.642509
2, 53, Ore, Food, 11.0605, 1.189668, 2.379336
2, 53, Ore, Ore, 0, 3.060221, 3.366243
2, 53, Ore, cash, 8.509784
